file,path,format,size_bytes,modified,status,rows,columns,unique_record_id,unique_post_id,unique_comment_id,null_record_id,null_post_id,null_comment_id,date_range,duplicate_estimate_pct,has_text_raw,has_text_clean,has_vehicle,vehicle_counts,community_count
data/output/by_vehicle_v2/combined/all_vehicles_clean.csv,C:\Users\msi\facebook-adas-voice\data\output\by_vehicle_v2\combined\all_vehicles_clean.csv,csv,3076562,2026-09-22T13:36:18,ok,4556,38,4556.0,38.0,1363.0,0.0,0.0,0.0,2025-09-11..2026-09-21,0.0,True,True,True,"{'BYD Sealion 7': 1609, 'Toyota Zenix': 836, 'Jaecoo J5': 779, 'Toyota Yaris': 682, 'Toyota Veloz': 591, 'XPeng G6': 59}",11.0
data/output/by_vehicle_v2/combined/all_vehicles_relevant.csv,C:\Users\msi\facebook-adas-voice\data\output\by_vehicle_v2\combined\all_vehicles_relevant.csv,csv,35622,2026-09-22T13:36:18,ok,39,38,39.0,17.0,38.0,0.0,0.0,0.0,2026-08-19..2026-08-19,0.0,True,True,True,"{'BYD Sealion 7': 19, 'Toyota Zenix': 10, 'Toyota Veloz': 10}",4.0
data/output/by_vehicle_v2/master/facebook_master_clean.csv,C:\Users\msi\facebook-adas-voice\data\output\by_vehicle_v2\master\facebook_master_clean.csv,csv,3076562,2026-09-22T13:36:16,ok,4556,38,4556.0,38.0,1363.0,0.0,0.0,0.0,2025-09-11..2026-09-21,0.0,True,True,True,"{'BYD Sealion 7': 1609, 'Toyota Zenix': 836, 'Jaecoo J5': 779, 'Toyota Yaris': 682, 'Toyota Veloz': 591, 'XPeng G6': 59}",11.0
data/output/by_vehicle_v2/master/facebook_master_deduplicated.csv,C:\Users\msi\facebook-adas-voice\data\output\by_vehicle_v2\master\facebook_master_deduplicated.csv,csv,1842031,2026-09-22T13:30:23,ok,4556,17,4556.0,38.0,1363.0,0.0,0.0,0.0,2025-09-11..2026-09-21,0.0,True,False,True,"{'BYD Sealion 7': 1609, 'Toyota Zenix': 836, 'Jaecoo J5': 779, 'Toyota Yaris': 682, 'Toyota Veloz': 591, 'XPeng G6': 59}",11.0
data/output/by_vehicle_v2/master/facebook_master_raw.csv,C:\Users\msi\facebook-adas-voice\data\output\by_vehicle_v2\master\facebook_master_raw.csv,csv,5302256,2026-09-22T13:28:38,ok,14544,15,4556.0,38.0,1363.0,0.0,0.0,0.0,2025-09-11..2026-09-21,68.7,True,False,True,"{'BYD Sealion 7': 4933, 'Toyota Zenix': 3700, 'Jaecoo J5': 2619, 'Toyota Yaris': 1952, 'Toyota Veloz': 1222, 'XPeng G6': 118}",11.0
data/output/by_vehicle_v2/master/facebook_master_relevant.csv,C:\Users\msi\facebook-adas-voice\data\output\by_vehicle_v2\master\facebook_master_relevant.csv,csv,35622,2026-09-22T13:36:20,ok,39,38,39.0,17.0,38.0,0.0,0.0,0.0,2026-08-19..2026-08-19,0.0,True,True,True,"{'BYD Sealion 7': 19, 'Toyota Zenix': 10, 'Toyota Veloz': 10}",4.0
data/output/by_vehicle_v2/master/processing_summary.json,C:\Users\msi\facebook-adas-voice\data\output\by_vehicle_v2\master\processing_summary.json,json,3567,2026-09-22T13:36:20,metadata_or_empty,0,0,,,,,,,,,,,,,
data/output/by_vehicle_v2/unknown_or_review.csv,C:\Users\msi\facebook-adas-voice\data\output\by_vehicle_v2\unknown_or_review.csv,csv,17928,2026-09-22T13:36:18,ok,19,38,19.0,13.0,17.0,0.0,0.0,0.0,2026-08-12..2026-09-21,0.0,True,True,True,"{'Toyota Zenix': 10, 'Toyota Yaris': 7, 'XPeng G6': 1, 'BYD Sealion 7': 1}",5.0
data/output/by_vehicle_v2/vehicle_summary.csv,C:\Users\msi\facebook-adas-voice\data\output\by_vehicle_v2\vehicle_summary.csv,csv,590,2026-09-22T13:36:20,ok,6,10,0.0,0.0,0.0,6.0,6.0,6.0,N/A,0.0,False,False,True,"{'Jaecoo J5': 1, 'Toyota Yaris': 1, 'Toyota Zenix': 1, 'Toyota Veloz': 1, 'XPeng G6': 1, 'BYD Sealion 7': 1}",
data/output/clean_data_final.csv,C:\Users\msi\facebook-adas-voice\data\output\clean_data_final.csv,csv,1300911,2026-09-22T13:00:06,ok,4556,11,4556.0,38.0,1363.0,0.0,0.0,0.0,2025-09-11..2026-09-21,0.0,False,True,True,"{'BYD Sealion 7': 1609, 'Toyota Zenix': 836, 'Jaecoo J5': 779, 'Toyota Yaris': 682, 'Toyota Veloz': 591, 'XPeng G6': 59}",11.0
